-0.018791 0.000000 0.000000
-0.018791 0.018867 0.628319
-0.018791 0.037770 1.256637
-0.018756 0.056706 1.884956
-0.018269 0.075643 2.513274
-0.017213 0.094556 3.141593
-0.015588 0.113429 3.769911
-0.013396 0.132245 4.398230
-0.010639 0.150986 5.026548
-0.007319 0.169636 5.654867
-0.003439 0.188177 6.283185
0.000996 0.206594 6.911504
0.005984 0.224868 7.539822
0.011519 0.242984 8.168141
0.017597 0.260926 8.796459
0.024212 0.278676 9.424778
0.031358 0.296219 10.053096
0.039029 0.313540 10.681415
0.047217 0.330621 11.309734
0.055915 0.347449 11.938052
0.065116 0.364007 12.566371
0.074811 0.380281 13.194689
0.084991 0.396256 13.823008
0.095648 0.411918 14.451326
0.106770 0.427251 15.079645
0.118349 0.442243 15.707963
0.130374 0.456880 16.336282
0.142834 0.471148 16.964600
0.155717 0.485035 17.592919
0.169013 0.498529 18.221237
0.182708 0.511616 18.849556
0.196791 0.524285 19.477874
0.211249 0.536524 20.106193
0.226068 0.548323 20.734512
0.241236 0.559671 21.362830
0.256739 0.570557 21.991149
0.272561 0.580972 22.619467
0.288691 0.590906 23.247786
0.305111 0.600350 23.876104
0.321809 0.609296 24.504423
0.338768 0.617736 25.132741
0.355973 0.625661 25.761060
0.373409 0.633065 26.389378
0.391060 0.639941 27.017697
0.408909 0.646283 27.646015
0.426942 0.652085 28.274334
0.445141 0.657342 28.902652
0.463490 0.662049 29.530971
0.481972 0.666202 30.159289
0.500570 0.669796 30.787608
0.519269 0.672830 31.415927
0.538050 0.675299 32.044245
0.556897 0.677202 32.672564
0.575793 0.678538 33.300882
0.594720 0.679304 33.929201
0.613662 0.679500 34.557519
0.632601 0.679127 35.185838
0.651521 0.678183 35.814156
0.670403 0.676671 36.442475
0.689232 0.674591 37.070793
0.707989 0.671946 37.699112
0.726658 0.668738 38.327430
0.745222 0.664969 38.955749
0.763665 0.660644 39.584067
0.781969 0.655765 40.212386
0.800118 0.650338 40.840704
0.818095 0.644368 41.469023
0.835885 0.637859 42.097342
0.853470 0.630818 42.725660
0.870836 0.623251 43.353979
0.887966 0.615165 43.982297
0.904846 0.606567 44.610616
0.921459 0.597465 45.238934
0.937790 0.587867 45.867253
0.953826 0.577783 46.495571
0.969550 0.567220 47.123890
0.984950 0.556189 47.752208
1.000011 0.544700 48.380527
1.014719 0.532763 49.008845
1.029062 0.520389 49.637164
1.043026 0.507588 50.265482
1.056598 0.494374 50.893801
1.069767 0.480757 51.522120
1.082519 0.466750 52.150438
1.094845 0.452365 52.778757
1.106732 0.437616 53.407075
1.118170 0.422517 54.035394
1.129149 0.407079 54.663712
1.139658 0.391319 55.292031
1.149688 0.375250 55.920349
1.159230 0.358886 56.548668
1.168276 0.342242 57.176986
1.176817 0.325334 57.805305
1.184845 0.308176 58.433623
1.192353 0.290784 59.061942
1.199334 0.273175 59.690260
1.205783 0.255363 60.318579
1.211692 0.237366 60.946897
1.217058 0.219199 61.575216
1.221874 0.200878 62.203535
1.226137 0.182421 62.831853
1.229843 0.163845 63.460172
1.232988 0.145165 64.088490
1.235569 0.126398 64.716809
1.237585 0.107563 65.345127
1.239033 0.088676 65.973446
1.239912 0.069753 66.601764
1.240222 0.050813 67.230083
1.240222 0.031853 67.858401
1.240222 0.012857 68.486720
1.240222 -0.006174 69.115038
1.240222 -0.025240 69.743357
1.240222 -0.044342 70.371675
1.240080 -0.063470 70.999994
1.239387 -0.082587 71.628313
1.238119 -0.101674 72.256631
1.236277 -0.120715 72.884950
1.233863 -0.139692 73.513268
1.230880 -0.158587 74.141587
1.227329 -0.177385 74.769905
1.223214 -0.196066 75.398224
1.218539 -0.214616 76.026542
1.213308 -0.233017 76.654861
1.207526 -0.251251 77.283179
1.201198 -0.269304 77.911498
1.194329 -0.287158 78.539816
1.186926 -0.304797 79.168135
1.178996 -0.322206 79.796453
1.170546 -0.339368 80.424772
1.161583 -0.356268 81.053090
1.152116 -0.372890 81.681409
1.142153 -0.389221 82.309728
1.131703 -0.405244 82.938046
1.120776 -0.420945 83.566365
1.109381 -0.436311 84.194683
1.097529 -0.451327 84.823002
1.085230 -0.465979 85.451320
1.072497 -0.480255 86.079639
1.059339 -0.494141 86.707957
1.045770 -0.507625 87.336276
1.031801 -0.520694 87.964594
1.017445 -0.533338 88.592913
1.002716 -0.545543 89.221231
0.987625 -0.557300 89.849550
0.972188 -0.568598 90.477868
0.956418 -0.579426 91.106187
0.940329 -0.589774 91.734505
0.923936 -0.599634 92.362824
0.907254 -0.608996 92.991143
0.890298 -0.617852 93.619461
0.873083 -0.626194 94.247780
0.855625 -0.634014 94.876098
0.837939 -0.641305 95.504417
0.820042 -0.648061 96.132735
0.801950 -0.654275 96.761054
0.783679 -0.659942 97.389372
0.765246 -0.665057 98.017691
